,brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
304,Samsung,Galaxy Core II,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,130.3 x 68 x 9.8 mm (5.13 x 2.68 x 0.39 in),Light,Dual-SIM,TFT capacitive touchscreen  256K colors,4.5 inches (~65.1% screen-to-body ratio),480 x 800 pixels (~207 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Mali-400MP9,microSD  up to 64 GB (dedicated slot),4 GB,768 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,White| Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-2.jpg
305,Samsung,Galaxy S5 Sport,GSM / CDMA / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Class 33,2014,144 x 74 x 8.9 mm (5.67 x 2.91 x 0.35 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~67.3% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 2.5 GHz Krait 400,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| autofocus| LED flash,2 MP| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer| heart rate,High,Electric Blue| Cherry Red,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-sport.jpg
306,Samsung,Galaxy S5 LTE-A G906S,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.4% screen-to-body ratio),1440 x 2560 pixels (~577 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.5 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,16 MP| phase detection autofocus| LED flash,2 MP| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Shimmering White| Electric Blue| Copper Gold| Sweet Pink| Glam Red,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-lte-a.jpg
307,Samsung,Galaxy Tab S 8.4 LTE,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in),AboveAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,8.4 inches (~76.5% screen-to-body ratio),1600 x 2560 pixels (~359 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 2.3 GHz Krait 400 (S800),Adreno 330 (S800),microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,8 MP| autofocus| LED flash,2.1 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,High,Dazzling White| Titanium Bronze,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-8.4.jpg
308,Samsung,Galaxy Tab S 8.4,No cellular connectivity,0,0,0,0,No,No,2014,212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in),AboveAvg,No-SIM,Super AMOLED capacitive touchscreen  16M colors,8.4 inches (~76.5% screen-to-body ratio),1600 x 2560 pixels (~359 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0 (Marshmallow),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,8 MP| autofocus| LED flash| ,2.1 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,High,Dazzling White| Titanium Bronze,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-8.4.jpg
309,Samsung,Galaxy Tab S 10.5 LTE,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in),Heavy,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,10.5 inches (~72.9% screen-to-body ratio),2560 x 1600 pixels (~288 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 2.3 GHz Krait 400 (S800),Adreno 330 (S800),microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,8 MP| autofocus| LED flash,2.1 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,Super High,Dazzling White| Titanium Bronze,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-105.jpg
310,Samsung,Galaxy Tab S 10.5,No cellular connectivity,0,0,0,0,No,No,2014,247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in),Heavy,No-SIM,Super AMOLED capacitive touchscreen  16M colors,10.5 inches (~72.9% screen-to-body ratio),2560 x 1600 pixels (~288 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,8 MP| autofocus| LED flash| ,2.1 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,Super High,Dazzling White| Titanium Bronze,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-105.jpg
312,Samsung,I9301I Galaxy S3 Neo,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Class 12,2014,136.6 x 70.7 x 8.6 mm (5.38 x 2.78 x 0.34 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| autofocus| LED flash,1.9 MP| 720p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,Moderate,White| Blue,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9301l-galaxy-s3-neo.jpg
313,Samsung,Galaxy S5 Active,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Class 33,2014,145.3 x 73.4 x 8.9 mm (5.72 x 2.89 x 0.35 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~67.2% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.5 GHz Krait 400,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB (11.2 GB user available),2 GB RAM,16 MP| f/2.2| 31mm| autofocus| LED flash| ,2 MP| f/2.4| 22mm| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| heart rate,High,Camo Green| Titanium Grey| Ruby Red,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-active.jpg
314,Samsung,Galaxy K zoom,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,137.5 x 70.8 x 16.6 mm (5.41 x 2.79 x 0.65 in),Heavy,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.2% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.4.2 (KitKat),Hexa-core (4x1.3 GHz Cortex A7 & 2x1.7 GHz Cortex A15),Mali-T624 MP4,microSD  up to 64 GB (dedicated slot),8 GB,2 GB RAM,20.7 MP| auto/manual focus| 10x optical zoom (24-240mm)| OIS| Xenon & LED flash| ,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,Moderate,Charcoal Black| Electric Blue| Shimmery White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-k-zoom-new.jpg
316,Samsung,I9300I Galaxy S3 Neo,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Class 12,2014,136.6 x 70.8 x 8.6 mm (5.38 x 2.79 x 0.34 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.7% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.3 (Jelly Bean)| upgradable to 4.4.4 (KitKat),Quad-core 1.2 or 1.4 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| autofocus| LED flash,1.9 MP| 720p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,Moderate,Pebble blue| Marble white| Amber brown| Garnet red| Sapphire black| Titanium grey| La Fleur| Pink,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300l-galaxy-s3-neo.jpg
317,Samsung,Galaxy Ace Style,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,121.2 x 62.7 x 10.7 mm (4.77 x 2.47 x 0.42 in),Light,Single-SIM,TFT capacitive touchscreen  256K colors,4.0 inches (~59.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,Adreno 306,microSD  up to 64 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus,VGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,Moderate,Cream White| Dark Gray,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-ace-style.jpg
318,Samsung,ATIV SE,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,EV-DO Rev.A 3.1 Mbps  HSPA  LTE,Yes,Yes,2014,137.7 x 69.9 x 8.4 mm (5.42 x 2.75 x 0.33 in),Heavy,Single-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~71.6% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Microsoft Windows Phone 8| planned upgrade to 8.1,Quad-core 2.3 GHz Krait 400,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,2 MP| 1080p,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer| proximity,High,Gray,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-se.jpg
320,Samsung,Galaxy Tab 4 7.0 3G,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,186.9 x 107.9 x 9 mm (7.36 x 4.25 x 0.35 in),AboveAvg,Single-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~70.5% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Vivante GC1000,microSD  up to 32 GB (dedicated slot),8/16 GB,1.5 GB RAM,3.15 MP,1.3 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-70.jpg
321,Samsung,Galaxy Tab 4 7.0 LTE,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,186.9 x 107.9 x 9 mm (7.36 x 4.25 x 0.35 in),AboveAvg,Single-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~70.5% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Mali-400MP4,microSD  up to 64 GB (dedicated slot),8/16 GB,1.5 GB RAM,3.15 MP,1.3 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-70.jpg
322,Samsung,Galaxy Tab 4 8.0,No cellular connectivity,0,0,0,0,No,No,2014,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),Heavy,No-SIM,TFT capacitive touchscreen  16M colors,8.0 inches (~71.3% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,3.15 MP,1.3 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-80.jpg
324,Samsung,Galaxy S5 Duos,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 2.5 GHz Krait 400,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| f/2.2| 31mm| phase detection autofocus| LED flash,2 MP| f/2.4| 22mm| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Shimmery White| Electric Blue and Copper Gold,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-sm-g9009.jpg
325,Samsung,Galaxy S5 (octa-core),GSM / HSPA,1,1,1,HSPA 42.2/5.76 Mbps,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,16 MP| phase detection autofocus| LED flash,2 MP| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Copper Gold| Electric Blue| Shimmery White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg
326,Samsung,Galaxy S5 (USA),GSM / CDMA / HSPA / EVDO / LTE,1,1,1,EV-DO Rev.A 3.1 Mbps  LTE-A Cat4 150/50 Mbps  HSPA,Yes,Yes,2014,142 x 72.4 x 7.9 mm (5.59 x 2.85 x 0.31 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.7% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 5.0.1 (Lollipop),Quad-core 2.5 GHz Krait 400,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| phase detection autofocus| LED flash,2 MP| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Shimmery White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-cdma1.jpg
327,Samsung,Galaxy S5,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 2.5 GHz Krait 400,Adreno 330,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,16 MP| f/2.2| 31mm| phase detection autofocus| LED flash| ,2 MP| f/2.4| 22mm| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Copper Gold| Electric Blue| Shimmery White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg
328,Samsung,Galaxy Core LTE G386W,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014,132.9 x 66.3 x 10 mm (5.23 x 2.61 x 0.39 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.5 inches (~63.4% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Adreno 331,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-lte.jpg
329,Samsung,Galaxy Core LTE,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014,132.9 x 66.3 x 9.8 mm (5.23 x 2.61 x 0.39 in),Light,Single-SIM,PLS capacitive touchscreen  16M colors,4.5 inches (~63.4% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.2 GHz,Adreno 332,microSD  up to 64 GB (dedicated slot),8 GB, 1 GB RAM,5 MP| autofocus| LED flash| ,VGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-lte.jpg
330,Samsung,Galaxy Star Trios S5283,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,106 x 61 x 11 mm (4.17 x 2.40 x 0.43 in),Light,Dual-SIM,TFT capacitive touchscreen  256K colors,3.14 inches (~47.2% screen-to-body ratio),240 x 320 pixels (~127 ppi pixel density),Android 4.1.2 (Jelly Bean),1.0 GHz Cortex-A5,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| compass,Moderate,Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-trios-s5283.jpg
331,Samsung,Galaxy Note 3 Neo Duos,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.6% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB (11 GB user available),2 GB RAM,8 MP| f/2.6| 31mm| autofocus| LED flash,2 MP| f/2.4| 27mm| 1080p,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Black| White| Green,High,http://cdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg
332,Samsung,Galaxy Note 3 Neo,GSM / HSPA / LTE,1,1,1,HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.6% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.3 (Jelly Bean)| 4.4.2 (KitKat)| upgradable to 5.1.1 (Lollipop),Hexa-core (4x1.3 GHz Cortex A7 & 2x1.7 GHz Cortex A15),Mali-T624 MP4,microSD  up to 64 GB (dedicated slot),16 GB (11 GB user available),2 GB RAM,8 MP| f/2.6| 31mm| autofocus| LED flash| ,2 MP| f/2.4| 27mm| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Black| White| Green| Pink| Red,High,http://cdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg
333,Samsung,Galaxy Tab 3 Lite 7.0 3G,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in),Heavy,Single-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~61.3% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,Vivante GC1000,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,No,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black| Green| Pink| Yellow,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite-3g.jpg
334,Samsung,Galaxy Tab 3 Lite 7.0,No cellular connectivity,1,0,0,0,No,No,2014,193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in),Heavy,No-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~61.3% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,Vivante GC1000,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,No,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black| Green| Pink| Yellow,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite.jpg
335,Samsung,Galaxy Grand Neo,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,143.7 x 77.1 x 9.6 mm (5.66 x 3.04 x 0.38 in),BelowAvg,Single-SIM,TFT capacitive touchscreen  16M colors,5.01 inches (~64.5% screen-to-body ratio),480 x 800 pixels (~186 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Broadcom VideoCore IV,microSD  up to 64 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| f/2.6| autofocus| LED flash| ,VGA/ 2 MP (GT-I9060I),Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Midnight Black| Orange| Lime Green,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-neo.jpg
336,Samsung,Galaxy Note Pro 12.2 LTE,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in),Heavy,Single-SIM,Super clear LCD capacitive touchscreen  16M colors,12.2 inches (~71.6% screen-to-body ratio),2560 x 1600 pixels (~247 ppi pixel density),Android 4.4 (KitKat)| upgradable to 5.0.2 (Lollipop),Quad-core 2.3 GHz Krait 400,Adreno 330,microSD  up to 64 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus| LED flash,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 3.0,Accelerometer| gyro| compass,Super High,Black| White,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg
337,Samsung,Galaxy Note Pro 12.2 3G,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,295.5 x 204 x 8 mm (11.63 x 8.03 x 0.31 in),Heavy,Single-SIM,Super clear LCD capacitive touchscreen  16M colors,12.2 inches (~71.6% screen-to-body ratio),2560 x 1600 pixels (~247 ppi pixel density),Android 4.4 (KitKat),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSD  up to 64 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus| LED flash| ,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 3.0,Accelerometer| gyro| compass,Super High,Black| White,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg
338,Samsung,Galaxy Note Pro 12.2,No cellular connectivity,0,0,0,0,No,No,2014,295.6 x 203.9 x 8 mm (11.64 x 8.03 x 0.31 in),Heavy,No-SIM,Super clear LCD capacitive touchscreen  16M colors,12.2 inches (~71.6% screen-to-body ratio),2560 x 1600 pixels (~247 ppi pixel density),Android 4.4 (KitKat),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSD  up to 64 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus| LED flash,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 3.0,Accelerometer| gyro| compass,Super High,Black| White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg
339,Samsung,Galaxy Tab Pro 12.2 LTE,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in),Heavy,Single-SIM,Super clear LCD capacitive touchscreen  16M colors,12.2 inches (~71.6% screen-to-body ratio),2560 x 1600 pixels (~247 ppi pixel density),Android 4.4 (KitKat),Quad-core 2.3 GHz Krait 400,Adreno 330,microSD  up to 64 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus| LED flash,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 3.0,Accelerometer| gyro| compass,Super High,Black,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg
